2024-11-30 09:52:33 root:INFO:  Arguments
2024-11-30 09:52:33 root:INFO:  alpha: 10
2024-11-30 09:52:33 root:INFO:  eta: 2.8
2024-11-30 09:52:33 root:INFO:  epoch: 200
2024-11-30 09:52:33 root:INFO:  save_dir: ./temp
2024-11-30 09:52:33 root:INFO:  save_name: temp-name
2024-11-30 09:52:33 root:INFO:  Epoch 1	 delta_equalized_odds 11.77%	 delta_equal_opportunity 11.77%	 delta_demographic_parity 19.01%	 test_accuracy 85.30%	 test_auroc 0.911 
2024-11-30 09:52:34 root:INFO:  Epoch 2	 delta_equalized_odds 15.23%	 delta_equal_opportunity 15.23%	 delta_demographic_parity 17.28%	 test_accuracy 84.93%	 test_auroc 0.911 
2024-11-30 09:52:34 root:INFO:  Epoch 3	 delta_equalized_odds 12.65%	 delta_equal_opportunity 12.65%	 delta_demographic_parity 7.93%	 test_accuracy 84.51%	 test_auroc 0.903 
2024-11-30 09:52:34 root:INFO:  Epoch 4	 delta_equalized_odds 47.81%	 delta_equal_opportunity 47.81%	 delta_demographic_parity 6.63%	 test_accuracy 81.81%	 test_auroc 0.854 
2024-11-30 09:52:35 root:INFO:  Epoch 5	 delta_equalized_odds 57.43%	 delta_equal_opportunity 57.43%	 delta_demographic_parity 16.16%	 test_accuracy 78.93%	 test_auroc 0.815 
2024-11-30 09:52:35 root:INFO:  Epoch 6	 delta_equalized_odds 52.57%	 delta_equal_opportunity 52.57%	 delta_demographic_parity 12.38%	 test_accuracy 80.06%	 test_auroc 0.832 
2024-11-30 09:52:35 root:INFO:  Epoch 7	 delta_equalized_odds 32.18%	 delta_equal_opportunity 32.18%	 delta_demographic_parity 1.05%	 test_accuracy 83.27%	 test_auroc 0.878 
2024-11-30 09:52:35 root:INFO:  Epoch 8	 delta_equalized_odds 8.68%	 delta_equal_opportunity 8.68%	 delta_demographic_parity 12.49%	 test_accuracy 84.83%	 test_auroc 0.904 
2024-11-30 09:52:36 root:INFO:  Epoch 9	 delta_equalized_odds 5.45%	 delta_equal_opportunity 0.95%	 delta_demographic_parity 15.69%	 test_accuracy 85.08%	 test_auroc 0.908 
2024-11-30 09:52:36 root:INFO:  Epoch 10	 delta_equalized_odds 13.32%	 delta_equal_opportunity 13.32%	 delta_demographic_parity 10.65%	 test_accuracy 84.55%	 test_auroc 0.9 
2024-11-30 09:52:37 root:INFO:  Epoch 11	 delta_equalized_odds 33.27%	 delta_equal_opportunity 33.27%	 delta_demographic_parity 0.28%	 test_accuracy 82.78%	 test_auroc 0.873 
2024-11-30 09:52:37 root:INFO:  Epoch 12	 delta_equalized_odds 43.38%	 delta_equal_opportunity 43.38%	 delta_demographic_parity 9.87%	 test_accuracy 80.54%	 test_auroc 0.843 
2024-11-30 09:52:37 root:INFO:  Epoch 13	 delta_equalized_odds 43.96%	 delta_equal_opportunity 43.96%	 delta_demographic_parity 10.85%	 test_accuracy 80.26%	 test_auroc 0.839 
2024-11-30 09:52:38 root:INFO:  Epoch 14	 delta_equalized_odds 35.96%	 delta_equal_opportunity 35.96%	 delta_demographic_parity 2.89%	 test_accuracy 82.08%	 test_auroc 0.865 
2024-11-30 09:52:38 root:INFO:  Epoch 15	 delta_equalized_odds 21.59%	 delta_equal_opportunity 21.59%	 delta_demographic_parity 6.74%	 test_accuracy 83.79%	 test_auroc 0.89 
2024-11-30 09:52:39 root:INFO:  Epoch 16	 delta_equalized_odds 11.54%	 delta_equal_opportunity 11.54%	 delta_demographic_parity 12.22%	 test_accuracy 84.58%	 test_auroc 0.9 
2024-11-30 09:52:39 root:INFO:  Epoch 17	 delta_equalized_odds 13.18%	 delta_equal_opportunity 13.18%	 delta_demographic_parity 10.74%	 test_accuracy 84.29%	 test_auroc 0.898 
2024-11-30 09:52:40 root:INFO:  Epoch 18	 delta_equalized_odds 27.15%	 delta_equal_opportunity 27.15%	 delta_demographic_parity 3.53%	 test_accuracy 83.17%	 test_auroc 0.883 
2024-11-30 09:52:40 root:INFO:  Epoch 19	 delta_equalized_odds 35.76%	 delta_equal_opportunity 35.76%	 delta_demographic_parity 4.26%	 test_accuracy 81.50%	 test_auroc 0.86 
2024-11-30 09:52:41 root:INFO:  Epoch 20	 delta_equalized_odds 38.57%	 delta_equal_opportunity 38.57%	 delta_demographic_parity 7.95%	 test_accuracy 80.50%	 test_auroc 0.849 
2024-11-30 09:52:41 root:INFO:  Epoch 21	 delta_equalized_odds 35.56%	 delta_equal_opportunity 35.56%	 delta_demographic_parity 4.56%	 test_accuracy 81.41%	 test_auroc 0.859 
2024-11-30 09:52:41 root:INFO:  Epoch 22	 delta_equalized_odds 28.20%	 delta_equal_opportunity 28.20%	 delta_demographic_parity 2.13%	 test_accuracy 82.75%	 test_auroc 0.879 
2024-11-30 09:52:41 root:INFO:  Epoch 23	 delta_equalized_odds 19.88%	 delta_equal_opportunity 19.88%	 delta_demographic_parity 8.03%	 test_accuracy 83.70%	 test_auroc 0.893 
2024-11-30 09:52:42 root:INFO:  Epoch 24	 delta_equalized_odds 17.27%	 delta_equal_opportunity 17.27%	 delta_demographic_parity 9.18%	 test_accuracy 83.91%	 test_auroc 0.895 
2024-11-30 09:52:42 root:INFO:  Epoch 25	 delta_equalized_odds 24.23%	 delta_equal_opportunity 24.23%	 delta_demographic_parity 5.31%	 test_accuracy 83.31%	 test_auroc 0.887 
2024-11-30 09:52:42 root:INFO:  Epoch 26	 delta_equalized_odds 30.86%	 delta_equal_opportunity 30.86%	 delta_demographic_parity 0.41%	 test_accuracy 82.08%	 test_auroc 0.872 
2024-11-30 09:52:43 root:INFO:  Epoch 27	 delta_equalized_odds 34.25%	 delta_equal_opportunity 34.25%	 delta_demographic_parity 4.63%	 test_accuracy 81.14%	 test_auroc 0.859 
2024-11-30 09:52:43 root:INFO:  Epoch 28	 delta_equalized_odds 34.35%	 delta_equal_opportunity 34.35%	 delta_demographic_parity 4.45%	 test_accuracy 81.22%	 test_auroc 0.86 
2024-11-30 09:52:43 root:INFO:  Epoch 29	 delta_equalized_odds 30.47%	 delta_equal_opportunity 30.47%	 delta_demographic_parity 0.15%	 test_accuracy 82.10%	 test_auroc 0.872 
2024-11-30 09:52:44 root:INFO:  Epoch 30	 delta_equalized_odds 24.32%	 delta_equal_opportunity 24.32%	 delta_demographic_parity 4.55%	 test_accuracy 83.08%	 test_auroc 0.885 
2024-11-30 09:52:44 root:INFO:  Epoch 31	 delta_equalized_odds 21.37%	 delta_equal_opportunity 21.37%	 delta_demographic_parity 7.14%	 test_accuracy 83.51%	 test_auroc 0.89 
2024-11-30 09:52:44 root:INFO:  Epoch 32	 delta_equalized_odds 22.82%	 delta_equal_opportunity 22.82%	 delta_demographic_parity 5.60%	 test_accuracy 83.19%	 test_auroc 0.887 
2024-11-30 09:52:44 root:INFO:  Epoch 33	 delta_equalized_odds 27.71%	 delta_equal_opportunity 27.71%	 delta_demographic_parity 1.68%	 test_accuracy 82.41%	 test_auroc 0.878 
2024-11-30 09:52:45 root:INFO:  Epoch 34	 delta_equalized_odds 31.82%	 delta_equal_opportunity 31.82%	 delta_demographic_parity 2.03%	 test_accuracy 81.57%	 test_auroc 0.867 
2024-11-30 09:52:45 root:INFO:  Epoch 35	 delta_equalized_odds 32.65%	 delta_equal_opportunity 32.65%	 delta_demographic_parity 3.40%	 test_accuracy 81.34%	 test_auroc 0.863 
2024-11-30 09:52:45 root:INFO:  Epoch 36	 delta_equalized_odds 31.48%	 delta_equal_opportunity 31.48%	 delta_demographic_parity 1.35%	 test_accuracy 81.76%	 test_auroc 0.869 
2024-11-30 09:52:45 root:INFO:  Epoch 37	 delta_equalized_odds 27.03%	 delta_equal_opportunity 27.03%	 delta_demographic_parity 2.39%	 test_accuracy 82.57%	 test_auroc 0.879 
2024-11-30 09:52:46 root:INFO:  Epoch 38	 delta_equalized_odds 23.30%	 delta_equal_opportunity 23.30%	 delta_demographic_parity 5.09%	 test_accuracy 83.03%	 test_auroc 0.886 
2024-11-30 09:52:46 root:INFO:  Epoch 39	 delta_equalized_odds 23.10%	 delta_equal_opportunity 23.10%	 delta_demographic_parity 5.19%	 test_accuracy 83.04%	 test_auroc 0.886 
2024-11-30 09:52:46 root:INFO:  Epoch 40	 delta_equalized_odds 25.91%	 delta_equal_opportunity 25.91%	 delta_demographic_parity 2.91%	 test_accuracy 82.56%	 test_auroc 0.881 
2024-11-30 09:52:46 root:INFO:  Epoch 41	 delta_equalized_odds 29.73%	 delta_equal_opportunity 29.73%	 delta_demographic_parity 0.19%	 test_accuracy 82.07%	 test_auroc 0.872 
2024-11-30 09:52:47 root:INFO:  Epoch 42	 delta_equalized_odds 31.43%	 delta_equal_opportunity 31.43%	 delta_demographic_parity 1.90%	 test_accuracy 81.55%	 test_auroc 0.867 
2024-11-30 09:52:47 root:INFO:  Epoch 43	 delta_equalized_odds 30.99%	 delta_equal_opportunity 30.99%	 delta_demographic_parity 1.34%	 test_accuracy 81.74%	 test_auroc 0.869 
2024-11-30 09:52:47 root:INFO:  Epoch 44	 delta_equalized_odds 28.43%	 delta_equal_opportunity 28.43%	 delta_demographic_parity 1.06%	 test_accuracy 82.24%	 test_auroc 0.876 
2024-11-30 09:52:47 root:INFO:  Epoch 45	 delta_equalized_odds 25.72%	 delta_equal_opportunity 25.72%	 delta_demographic_parity 3.48%	 test_accuracy 82.77%	 test_auroc 0.882 
2024-11-30 09:52:48 root:INFO:  Epoch 46	 delta_equalized_odds 24.12%	 delta_equal_opportunity 24.12%	 delta_demographic_parity 4.55%	 test_accuracy 82.86%	 test_auroc 0.884 
2024-11-30 09:52:48 root:INFO:  Epoch 47	 delta_equalized_odds 25.38%	 delta_equal_opportunity 25.38%	 delta_demographic_parity 3.44%	 test_accuracy 82.68%	 test_auroc 0.882 
2024-11-30 09:52:49 root:INFO:  Epoch 48	 delta_equalized_odds 28.18%	 delta_equal_opportunity 28.18%	 delta_demographic_parity 1.18%	 test_accuracy 82.23%	 test_auroc 0.876 
2024-11-30 09:52:49 root:INFO:  Epoch 49	 delta_equalized_odds 30.36%	 delta_equal_opportunity 30.36%	 delta_demographic_parity 0.85%	 test_accuracy 81.83%	 test_auroc 0.871 
2024-11-30 09:52:50 root:INFO:  Epoch 50	 delta_equalized_odds 30.51%	 delta_equal_opportunity 30.51%	 delta_demographic_parity 0.99%	 test_accuracy 81.80%	 test_auroc 0.87 
2024-11-30 09:52:50 root:INFO:  Epoch 51	 delta_equalized_odds 29.25%	 delta_equal_opportunity 29.25%	 delta_demographic_parity 0.31%	 test_accuracy 82.07%	 test_auroc 0.874 
2024-11-30 09:52:51 root:INFO:  Epoch 52	 delta_equalized_odds 26.73%	 delta_equal_opportunity 26.73%	 delta_demographic_parity 2.37%	 test_accuracy 82.45%	 test_auroc 0.879 
