2024-12-03 19:44:05 root:INFO:  Arguments
2024-12-03 19:44:05 root:INFO:  alpha: 10
2024-12-03 19:44:05 root:INFO:  eta: 10
2024-12-03 19:44:05 root:INFO:  epoch: 200
2024-12-03 19:44:05 root:INFO:  save_dir: ./temp
2024-12-03 19:44:05 root:INFO:  save_name: temp-name
2024-12-03 19:44:06 root:INFO:  Epoch 1	 delta_equalized_odds 11.77%	 delta_equal_opportunity 11.77%	 delta_demographic_parity 19.01%	 test_accuracy 85.30%	 test_auroc 0.911 
2024-12-03 19:44:06 root:INFO:  Epoch 2	 delta_equalized_odds 12.61%	 delta_equal_opportunity 12.61%	 delta_demographic_parity 22.16%	 test_accuracy 85.59%	 test_auroc 0.91 
2024-12-03 19:44:06 root:INFO:  Epoch 3	 delta_equalized_odds 11.16%	 delta_equal_opportunity 10.52%	 delta_demographic_parity 23.38%	 test_accuracy 85.20%	 test_auroc 0.907 
2024-12-03 19:44:07 root:INFO:  Epoch 4	 delta_equalized_odds 11.41%	 delta_equal_opportunity 10.43%	 delta_demographic_parity 23.62%	 test_accuracy 84.96%	 test_auroc 0.904 
2024-12-03 19:44:07 root:INFO:  Epoch 5	 delta_equalized_odds 12.26%	 delta_equal_opportunity 10.10%	 delta_demographic_parity 24.30%	 test_accuracy 84.49%	 test_auroc 0.9 
2024-12-03 19:44:07 root:INFO:  Epoch 6	 delta_equalized_odds 10.56%	 delta_equal_opportunity 6.22%	 delta_demographic_parity 22.05%	 test_accuracy 84.51%	 test_auroc 0.896 
2024-12-03 19:44:08 root:INFO:  Epoch 7	 delta_equalized_odds 10.89%	 delta_equal_opportunity 6.56%	 delta_demographic_parity 22.26%	 test_accuracy 84.12%	 test_auroc 0.891 
2024-12-03 19:44:08 root:INFO:  Epoch 8	 delta_equalized_odds 8.51%	 delta_equal_opportunity 2.68%	 delta_demographic_parity 19.52%	 test_accuracy 84.54%	 test_auroc 0.891 
2024-12-03 19:44:08 root:INFO:  Epoch 9	 delta_equalized_odds 9.91%	 delta_equal_opportunity 3.94%	 delta_demographic_parity 20.86%	 test_accuracy 84.11%	 test_auroc 0.888 
2024-12-03 19:44:09 root:INFO:  Epoch 10	 delta_equalized_odds 8.06%	 delta_equal_opportunity 3.11%	 delta_demographic_parity 19.21%	 test_accuracy 84.65%	 test_auroc 0.891 
2024-12-03 19:44:10 root:INFO:  Epoch 11	 delta_equalized_odds 9.92%	 delta_equal_opportunity 5.44%	 delta_demographic_parity 21.09%	 test_accuracy 84.11%	 test_auroc 0.888 
